9: nome_desti, 4: nome_orige
9: Barreiras, 4: Santa Rita de C?ssia
9: Barreiras, 4: S?o Desid?rio
9: Barreiras, 4: Serra Dourada
9: Barreiras, 4: Wanderley
9: Caetit?, 4: Lagoa Real
9: Barreiras, 4: Angical
9: Barreiras, 4: Baian?polis
9: Barreiras, 4: Barra
9: Barreiras, 4: Brejol?ndia
9: Barreiras, 4: Catol?ndia
9: Barreiras, 4: Cotegipe
9: Barreiras, 4: Crist?polis
9: Barreiras, 4: Formosa do Rio Preto
9: Barreiras, 4: Ibotirama
9: Irec?, 4: Ibitit?
9: Barreiras, 4: Lu?s Eduardo Magalh?es
9: Caetit?, 4: Tanque Novo
9: Barreiras, 4: Mansid?o
9: Barreiras, 4: Riach?o das Neves
9: Barreiras, 4: Santa Rita de C?ssia
9: Barreiras, 4: S?o Desid?rio
9: Barreiras, 4: Serra Dourada
9: Barreiras, 4: Wanderley
9: Bom Jesus da Lapa, 4: Ibotirama
9: Bom Jesus da Lapa, 4: Maca?bas
9: Bom Jesus da Lapa, 4: Paratinga
9: Bom Jesus da Lapa, 4: Santa Maria da Vit?ria
9: Concei??o do Araguaia, 4: Santa Maria das Barreiras
9: Ibotirama, 4: Morpar?
9: Itamaraju, 4: Prado
9: Bom Jesus da Lapa, 4: Serra do Ramalho
9: Bom Jesus da Lapa, 4: S?tio do Mato
9: Capim Grosso, 4: Gavi?o
9: Cruz das Almas, 4: Cabaceiras do Paragua?u
9: Cruz das Almas, 4: Concei??o do Almeida
9: Cruz das Almas, 4: Governador Mangabeira
9: Cruz das Almas, 4: S?o Felipe
9: Cruz das Almas, 4: Sapea?u
9: ACP de Feira de Santana, 4: ?gua Fria
9: ACP de Feira de Santana, 4: Araci
9: Para?so do Tocantins, 4: Marian?polis do Tocantins
9: Livramento de Nossa Senhora, 4: Aba?ra
9: ACP de Feira de Santana, 4: Baixa Grande
9: ACP de Feira de Santana, 4: Barrocas
9: ACP de Feira de Santana, 4: Cachoeira
9: ACP de Feira de Santana, 4: Candeal
9: ACP de Feira de Santana, 4: Capela do Alto Alegre
9: ACP de Feira de Santana, 4: Castro Alves
9: ACP de Feira de Santana, 4: Concei??o da Feira
9: ACP de Feira de Santana, 4: Concei??o do Coit?
9: ACP de Feira de Santana, 4: Concei??o do Jacu?pe
9: ACP de Feira de Santana, 4: Cora??o de Maria
9: Livramento de Nossa Senhora, 4: Dom Bas?lio
9: ACP de Feira de Santana, 4: Ichu
9: ACP de Feira de Santana, 4: Ipecaet?
9: ACP de Feira de Santana, 4: Ipir?
9: ACP de Feira de Santana, 4: Irar?
9: ACP de Feira de Santana, 4: Itatim
9: ACP de Feira de Santana, 4: Macajuba
9: ACP de Feira de Santana, 4: Mairi
9: ACP de Feira de Santana, 4: Milagres
9: ACP de Feira de Santana, 4: Nova F?tima
9: ACP de Feira de Santana, 4: Nova Itarana
9: Livramento de Nossa Senhora, 4: Jussiape
9: ACP de Feira de Santana, 4: Ouri?angas
9: ACP de Feira de Santana, 4: Pintadas
9: ACP de Feira de Santana, 4: Rafael Jambeiro
9: ACP de Feira de Santana, 4: Retirol?ndia
9: ACP de Feira de Santana, 4: Riach?o do Jacu?pe
9: ACP de Feira de Santana, 4: Santa B?rbara
9: ACP de Feira de Santana, 4: Santan?polis
9: ACP de Feira de Santana, 4: Santa Teresinha
9: ACP de Feira de Santana, 4: Santo Est?v?o
9: ACP de Feira de Santana, 4: S?o Gon?alo dos Campos
9: Livramento de Nossa Senhora, 4: Rio de Contas
9: ACP de Feira de Santana, 4: Serra Preta
9: ACP de Feira de Santana, 4: Serrinha
9: ACP de Feira de Santana, 4: Tanquinho
9: ACP de Feira de Santana, 4: Teofil?ndia
9: ACP de Feira de Santana, 4: V?rzea da Ro?a
9: ACP de Feira de Santana, 4: Wagner
9: ACP de Ilh?us - Itabuna, 4: Almadina
9: ACP de Ilh?us - Itabuna, 4: Arataca
9: ACP de Ilh?us - Itabuna, 4: Aurelino Leal
9: ACP de Ilh?us - Itabuna, 4: Barro Preto (antigo Gov. Lomanto Jr.)
9: Paramirim, 4: ?rico Cardoso
9: ACP de Ilh?us - Itabuna, 4: Buerarema
9: ACP de Ilh?us - Itabuna, 4: Camacan
9: ACP de Ilh?us - Itabuna, 4: Canavieiras
9: ACP de Ilh?us - Itabuna, 4: Coaraci
9: ACP de Ilh?us - Itabuna, 4: Eun?polis
9: ACP de Ilh?us - Itabuna, 4: Firmino Alves
9: ACP de Ilh?us - Itabuna, 4: Floresta Azul
9: ACP de Ilh?us - Itabuna, 4: Gandu
9: ACP de Ilh?us - Itabuna, 4: Ibicara?
9: ACP de Ilh?us - Itabuna, 4: Ibicu?
9: Paramirim, 4: Caturama
9: ACP de Ilh?us - Itabuna, 4: Ibirapitanga
9: ACP de Ilh?us - Itabuna, 4: Igua?
9: ACP de Ilh?us - Itabuna, 4: Ipia?
9: ACP de Ilh?us - Itabuna, 4: Itacar?
9: ACP de Ilh?us - Itabuna, 4: Itaju do Col?nia
9: ACP de Ilh?us - Itabuna, 4: Itaju?pe
9: ACP de Ilh?us - Itabuna, 4: Itap?
9: ACP de Ilh?us - Itabuna, 4: Itapitanga
9: ACP de Ilh?us - Itabuna, 4: Itoror?
9: ACP de Ilh?us - Itabuna, 4: Jussari
9: Porto Seguro, 4: Belmonte
9: ACP de Ilh?us - Itabuna, 4: Mara?
9: ACP de Ilh?us - Itabuna, 4: Mascote
9: ACP de Ilh?us - Itabuna, 4: Pau Brasil
9: ACP de Ilh?us - Itabuna, 4: S?o Jos? da Vit?ria
9: ACP de Ilh?us - Itabuna, 4: Ubaitaba
9: Jequi?, 4: Itagi
9: ACP de Ilh?us - Itabuna, 4: Una
9: ACP de Ilh?us - Itabuna, 4: Uru?uca
9: Irec?, 4: Am?rica Dourada
9: Irec?, 4: Barra do Mendes
9: Irec?, 4: Barro Alto
9: Porto Seguro, 4: Santa Cruz Cabr?lia
9: Irec?, 4: Bonito
9: Irec?, 4: Cafarnaum
9: Irec?, 4: Canarana
9: Irec?, 4: Itagua?u da Bahia
9: Irec?, 4: Jo?o Dourado
9: Irec?, 4: Jussara
9: Irec?, 4: Lap?o
9: Santana, 4: Can?polis
9: Irec?, 4: Morro do Chap?u
9: Irec?, 4: Mulungu do Morro
9: Irec?, 4: Presidente Dutra
9: Irec?, 4: Uiba?
9: Irec?, 4: Xique-Xique
9: Itaberaba, 4: Boa Vista do Tupim
9: Itaberaba, 4: Ia?u
9: Itaberaba, 4: Ibiquera
9: Itaberaba, 4: Itaet?
9: Itaberaba, 4: Lajedinho
9: Ibotirama, 4: Muqu?m de S?o Francisco
9: Valente, 4: S?o Domingos
9: Itaberaba, 4: Marcion?lio Souza
9: Itaberaba, 4: Nova Reden??o
9: Itaberaba, 4: Ruy Barbosa
9: Jacobina, 4: Ca?m
9: Jacobina, 4: Caldeir?o Grande
9: Jacobina, 4: Miguel Calmon
9: Jacobina, 4: Mirangaba
9: Jacobina, 4: Ourol?ndia
9: Jacobina, 4: Piritiba
9: Jacobina, 4: Quixabeira
9: Baependi, 4: Carvalhos
9: Jacobina, 4: S?o Jos? do Jacu?pe
9: Jacobina, 4: Sa?de
9: Jacobina, 4: Serrol?ndia
9: Jacobina, 4: Umburanas
9: Jacobina, 4: V?rzea do Po?o
9: Jacobina, 4: V?rzea Nova
9: Jequi?, 4: Aiquara
9: Jequi?, 4: Apuarema
9: Jequi?, 4: Contendas do Sincor?
9: Jequi?, 4: Cravol?ndia
9: Campos Altos, 4: Santa Rosa da Serra
9: Jequi?, 4: Ipia?
9: Jequi?, 4: Iramaia
9: Jequi?, 4: Itamari
9: Jequi?, 4: Jaguaquara
9: Jequi?, 4: Jita?na
9: Jequi?, 4: Lafaiete Coutinho
9: Jequi?, 4: Lajedo do Tabocal
9: Jequi?, 4: Manoel Vitorino
9: Jequi?, 4: Marac?s
9: Campos Altos, 4: Santa Rosa da Serra
9: Jequi?, 4: Planaltino
9: Nazar?, 4: Aratu?pe
9: Nazar?, 4: Jaguaripe
9: Paulo Afonso, 4: Jatob?
9: Paulo Afonso, 4: Tacaratu
9: Paulo Afonso, 4: ?gua Branca
9: Paulo Afonso, 4: Pariconha
9: Paulo Afonso, 4: Abar?
9: Paulo Afonso, 4: Chorroch?
9: Paulo Afonso, 4: Gl?ria
9: Carangola, 4: Caiana
9: Paulo Afonso, 4: Jeremoabo
9: Paulo Afonso, 4: Macurur?
9: Paulo Afonso, 4: Rodelas
9: Paulo Afonso, 4: Santa Br?gida
9: Paulo Afonso, 4: S?tio do Quinto
9: Ribeira do Pombal, 4: Antas
9: Ribeira do Pombal, 4: Banza?
9: Ribeira do Pombal, 4: Cip?
9: Ribeira do Pombal, 4: Euclides da Cunha
9: Ribeira do Pombal, 4: Nova Soure
9: Carangola, 4: Caiana
9: Ribeira do Pombal, 4: Novo Triunfo
9: Ribeira do Pombal, 4: Olindina
9: Ribeira do Pombal, 4: Ribeira do Amparo
9: Ribeira do Pombal, 4: Tucano
9: Rio Real, 4: Janda?ra
9: Santo Ant?nio de Jesus, 4: Amargosa
9: Santo Ant?nio de Jesus, 4: Dom Macedo Costa
9: Santo Ant?nio de Jesus, 4: El?sio Medrado
9: Santo Ant?nio de Jesus, 4: Jiquiri??
9: Santo Ant?nio de Jesus, 4: Laje
9: Carangola, 4: Capara?
9: Santo Ant?nio de Jesus, 4: Muniz Ferreira
9: Santo Ant?nio de Jesus, 4: Mutu?pe
9: Santo Ant?nio de Jesus, 4: Presidente Tancredo Neves
9: Santo Ant?nio de Jesus, 4: S?o Miguel das Matas
9: Santo Ant?nio de Jesus, 4: Varzedo
9: Seabra, 4: Boninal
9: Seabra, 4: Ibitiara
9: Seabra, 4: Len??is
9: Seabra, 4: Mucug?
9: Carangola, 4: Capara?
9: Seabra, 4: Novo Horizonte
9: Seabra, 4: Palmeiras
9: Seabra, 4: Piat?
9: Seabra, 4: Souto Soares
9: Valen?a, 4: Cairu
9: Valen?a, 4: Camamu
9: Valen?a, 4: Gandu
9: Valen?a, 4: Igrapi?na
9: Valen?a, 4: Ituber?
9: Valen?a, 4: Nilo Pe?anha
9: Carangola, 4: Divino
9: Valen?a, 4: Tapero?
9: Vit?ria da Conquista, 4: Anag?
9: Vit?ria da Conquista, 4: Aracatu
9: Vit?ria da Conquista, 4: Barra da Estiva
9: Vit?ria da Conquista, 4: Barra do Cho?a
9: Vit?ria da Conquista, 4: Belo Campo
9: Vit?ria da Conquista, 4: Boa Nova
9: Vit?ria da Conquista, 4: Brumado
9: Vit?ria da Conquista, 4: Caatiba
9: Vit?ria da Conquista, 4: Caetanos
9: Carangola, 4: Divino
9: Vit?ria da Conquista, 4: C?ndido Sales
9: Vit?ria da Conquista, 4: Cara?bas
9: Vit?ria da Conquista, 4: Conde?ba
9: Vit?ria da Conquista, 4: Contendas do Sincor?
9: Vit?ria da Conquista, 4: Cordeiros
9: Vit?ria da Conquista, 4: Encruzilhada
9: Vit?ria da Conquista, 4: Guajeru
9: Vit?ria da Conquista, 4: Guanambi
9: Vit?ria da Conquista, 4: Ibicoara
9: Vit?ria da Conquista, 4: Igua?
9: Maca?bas, 4: Boquira
9: Carangola, 4: Espera Feliz
9: Vit?ria da Conquista, 4: Iramaia
9: Vit?ria da Conquista, 4: Itamb?
9: Vit?ria da Conquista, 4: Itapetinga
9: Vit?ria da Conquista, 4: Itua?u
9: Vit?ria da Conquista, 4: Maetinga
9: Vit?ria da Conquista, 4: Mirante
9: Vit?ria da Conquista, 4: Pirip?
9: Vit?ria da Conquista, 4: Planalto
9: Vit?ria da Conquista, 4: Po??es
9: Vit?ria da Conquista, 4: Presidente J?nio Quadros
9: Carangola, 4: Espera Feliz
9: Vit?ria da Conquista, 4: Ribeir?o do Largo
9: Vit?ria da Conquista, 4: Tanha?u
9: Vit?ria da Conquista, 4: Tremedal
9: Vit?ria da Conquista, 4: ?guas Vermelhas
9: Vit?ria da Conquista, 4: Divisa Alegre
9: Vit?ria da Conquista, 4: Divis?polis
9: Vit?ria da Conquista, 4: Mata Verde
9: Vit?ria da Conquista, 4: Pedra Azul
9: Abaet?, 4: Biquinhas
9: Abaet?, 4: Cedro do Abaet?
9: Carangola, 4: Faria Lemos
9: Abaet?, 4: Paineiras
9: Abaet?, 4: Quartel Geral
9: Abre Campo, 4: Sericita
9: Aimor?s, 4: Itueta
9: Alfenas, 4: Alterosa
9: Alfenas, 4: Areado
9: Alfenas, 4: Campo do Meio
9: Alfenas, 4: Campos Gerais
9: Alfenas, 4: Concei??o da Aparecida
9: Alfenas, 4: Cordisl?ndia
9: Carangola, 4: Faria Lemos
9: Alfenas, 4: Divisa Nova
9: Alfenas, 4: Fama
9: Alfenas, 4: Guaxup?
9: Alfenas, 4: Machado
9: Alfenas, 4: Paragua?u
9: Alfenas, 4: Serrania
9: Arinos, 4: Urucuia
9: Bambu?, 4: C?rrego Danta
9: Bambu?, 4: Medeiros
9: Bambu?, 4: Tapira?
9: Carangola, 4: Fervedouro
9: Buritis, 4: Formoso
9: Campo Belo, 4: Aguanil
9: Campo Belo, 4: Candeias
9: Campo Belo, 4: Cristais
9: Campo Belo, 4: Santana do Jacar?
9: Capelinha, 4: ?gua Boa
9: Capelinha, 4: Angel?ndia
9: Capelinha, 4: Aricanduva
9: Capelinha, 4: Minas Novas
9: Capelinha, 4: Setubinha
9: Carangola, 4: Fervedouro
9: Coluna, 4: Frei Lagonegro
9: Congonhas, 4: Belo Vale
9: Congonhas, 4: Jeceaba
9: Congonhas, 4: S?o Br?s do Sua?u?
9: Conselheiro Lafaiete, 4: Carana?ba
9: Conselheiro Lafaiete, 4: Casa Grande
9: Conselheiro Lafaiete, 4: Catas Altas da Noruega
9: Conselheiro Lafaiete, 4: Cristiano Otoni
9: Conselheiro Lafaiete, 4: Itaverava
9: Conselheiro Lafaiete, 4: Lamim
9: Carangola, 4: Oriz?nia
9: Conselheiro Lafaiete, 4: Piranga
9: Conselheiro Lafaiete, 4: Queluzito
9: Conselheiro Lafaiete, 4: Rio Espera
9: Conselheiro Lafaiete, 4: Santana dos Montes
9: Conselheiro Lafaiete, 4: S?o Br?s do Sua?u?
9: Conselheiro Lafaiete, 4: Senhora de Oliveira
9: Curvelo, 4: Buen?polis
9: Curvelo, 4: Corinto
9: Curvelo, 4: Felixl?ndia
9: Curvelo, 4: Inimutaba
9: Carangola, 4: Oriz?nia
9: Curvelo, 4: Monjolos
9: Curvelo, 4: Morro da Gar?a
9: Curvelo, 4: Presidente Juscelino
9: Curvelo, 4: Santo Hip?lito
9: Diamantina, 4: Congonhas do Norte
9: Diamantina, 4: Couto de Magalh?es de Minas
9: Diamantina, 4: Datas
9: Diamantina, 4: Fel?cio dos Santos
9: Diamantina, 4: S?o Gon?alo do Rio Preto
9: Diamantina, 4: Gouveia
9: Carangola, 4: Pedra Bonita
9: Diamantina, 4: Presidente Kubitschek
9: Diamantina, 4: Senador Modestino Gon?alves
9: Diamantina, 4: Serro
9: Divin?polis, 4: Ara?jos
9: Divin?polis, 4: Arcos
9: Divin?polis, 4: Camacho
9: Divin?polis, 4: Carmo da Mata
9: Divin?polis, 4: Carmo do Cajuru
9: Divin?polis, 4: Cl?udio
9: Cascavel, 4: Anahy
9: Divin?polis, 4: Itapecerica
9: Carangola, 4: Pedra Bonita
9: Divin?polis, 4: Ita?na
9: Divin?polis, 4: Lagoa da Prata
9: Divin?polis, 4: Nova Serrana
9: Divin?polis, 4: Par? de Minas
9: Divin?polis, 4: Pedra do Indai?
9: Divin?polis, 4: Perdig?o
9: Divin?polis, 4: Santo Ant?nio do Monte
9: Divin?polis, 4: S?o Gon?alo do Par?
9: Divin?polis, 4: S?o Sebasti?o do Oeste
9: Dores do Indai?, 4: Estrela do Indai?
9: Maca?bas, 4: Rio do Pires
9: Carangola, 4: Pedra Dourada
9: Dores do Indai?, 4: Serra da Saudade
9: Entre Rios de Minas, 4: Desterro de Entre Rios
9: Formiga, 4: Arcos
9: Formiga, 4: C?rrego Fundo
9: Formiga, 4: Pains
9: Formiga, 4: Pimenta
9: Governador Valadares, 4: Alpercata
9: Governador Valadares, 4: Capit?o Andrade
9: Governador Valadares, 4: Central de Minas
9: Governador Valadares, 4: Conselheiro Pena
9: Carangola, 4: Pedra Dourada
9: Governador Valadares, 4: Coroaci
9: Governador Valadares, 4: Divino das Laranjeiras
9: Governador Valadares, 4: Engenheiro Caldas
9: Governador Valadares, 4: Fernandes Tourinho
9: Governador Valadares, 4: Frei Inoc?ncio
9: Governador Valadares, 4: Galil?ia
9: Governador Valadares, 4: Goiabeira
9: Governador Valadares, 4: Gonzaga
9: Governador Valadares, 4: Itabirinha de Mantena
9: Governador Valadares, 4: Itanhomi
9: Carangola, 4: Tombos
9: Governador Valadares, 4: Jampruca
9: Governador Valadares, 4: Jos? Raydan
9: Governador Valadares, 4: Mantena
9: Governador Valadares, 4: Marilac
9: Governador Valadares, 4: Mendes Pimentel
9: Governador Valadares, 4: Nacip Raydan
9: Governador Valadares, 4: Nova M?dica
9: Governador Valadares, 4: Periquito
9: Governador Valadares, 4: Pescador
9: Governador Valadares, 4: Resplendor
9: Carangola, 4: Tombos
9: Governador Valadares, 4: Santa Efig?nia de Minas
9: Governador Valadares, 4: S?o F?lix de Minas
9: Governador Valadares, 4: S?o Geraldo da Piedade
9: Governador Valadares, 4: S?o Geraldo do Baixio
9: Governador Valadares, 4: S?o Jos? da Safira
9: Governador Valadares, 4: S?o Jos? do Divino
9: Governador Valadares, 4: Sardo?
9: Governador Valadares, 4: Sobr?lia
9: Governador Valadares, 4: Tarumirim
9: Governador Valadares, 4: Tumiritinga
9: Carangola, 4: Dores do Rio Preto
9: Governador Valadares, 4: Mathias Lobato
9: Governador Valadares, 4: Virgin?polis
9: Governador Valadares, 4: Virgol?ndia
9: Guanh?es, 4: Dom Joaquim
9: Guanh?es, 4: Dores de Guanh?es
9: Guanh?es, 4: Materl?ndia
9: Guanh?es, 4: Paulistas
9: Guanh?es, 4: S?o Pedro do Sua?u?
9: Guanh?es, 4: S?o Sebasti?o do Maranh?o
9: Guanh?es, 4: Senhora do Porto
9: Carangola, 4: Dores do Rio Preto
9: Guanh?es, 4: Serra Azul de Minas
9: Guanh?es, 4: Virgin?polis
9: Guaxup?, 4: Guaran?sia
9: Guaxup?, 4: Juruaia
9: Guaxup?, 4: Monte Belo
9: Guaxup?, 4: Muzambinho
9: Guaxup?, 4: Nova Resende
9: Guaxup?, 4: S?o Pedro da Uni?o
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: A?ucena
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: Ant?nio Dias
9: Carmo do Parana?ba, 4: Arapu?
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: Belo Oriente
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: Bra?nas
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: Bugre
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: Caratinga
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: Dion?sio
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: Iapu
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: Jaguara?u
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: Joan?sia
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: Marli?ria
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: Mesquita
9: Carmo do Parana?ba, 4: Arapu?
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: Naque
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: Nova Era
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: Pingo-d'?gua
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: S?o Jo?o do Oriente
9: ACP de Ipatinga - Coronel Fabriciano - Tim?, 4: S?o Jos? do Goiabal
9: Itabira, 4: Bom Jesus do Amparo
9: Itabira, 4: Itamb? do Mato Dentro
9: Itabira, 4: Passab?m
9: Itabira, 4: Santa Maria de Itabira
9: Itabira, 4: Santo Ant?nio do Rio Abaixo
9: Carmo do Parana?ba, 4: Arapu?
9: Itabira, 4: S?o Gon?alo do Rio Abaixo
9: Itabira, 4: S?o Sebasti?o do Rio Preto
9: Itajub?, 4: Bras?polis
9: Itajub?, 4: Concei??o das Pedras
9: Itajub?, 4: Delfim Moreira
9: Itajub?, 4: Maria da F?
9: Itajub?, 4: Marmel?polis
9: Itajub?, 4: Parais?polis
9: Itajub?, 4: Pedralva
9: Itajub?, 4: Pirangu?u
9: Carmo do Parana?ba, 4: Rio Parana?ba
9: Itajub?, 4: Piranguinho
9: Itajub?, 4: S?o Jos? do Alegre
9: Itajub?, 4: Wenceslau Braz
9: Jo?o Monlevade, 4: Alvin?polis
9: Jo?o Monlevade, 4: Bela Vista de Minas
9: Jo?o Monlevade, 4: Nova Era
9: Jo?o Monlevade, 4: Rio Piracicaba
9: Jo?o Monlevade, 4: S?o Domingos do Prata
9: ACP de Juiz de Fora, 4: Al?m Para?ba
9: ACP de Juiz de Fora, 4: Andrel?ndia
9: Santa Maria da Vit?ria, 4: Cocos
9: Carmo do Parana?ba, 4: Rio Parana?ba
9: ACP de Juiz de Fora, 4: Aracitaba
9: ACP de Juiz de Fora, 4: Arantina
9: ACP de Juiz de Fora, 4: Barbacena
9: ACP de Juiz de Fora, 4: Belmiro Braga
9: ACP de Juiz de Fora, 4: Bias Fortes
9: ACP de Juiz de Fora, 4: Bicas
9: ACP de Juiz de Fora, 4: Bom Jardim de Minas
9: ACP de Juiz de Fora, 4: Cataguases
9: ACP de Juiz de Fora, 4: Coronel Pacheco
9: ACP de Juiz de Fora, 4: Descoberto
9: Carmo do Parana?ba, 4: Rio Parana?ba
9: ACP de Juiz de Fora, 4: Ewbank da C?mara
9: ACP de Juiz de Fora, 4: Goian?
9: ACP de Juiz de Fora, 4: Guarani
9: ACP de Juiz de Fora, 4: Laranjal
9: ACP de Juiz de Fora, 4: Lima Duarte
9: ACP de Juiz de Fora, 4: Mar de Espanha
9: ACP de Juiz de Fora, 4: Merc?s
9: ACP de Juiz de Fora, 4: Muria?
9: ACP de Juiz de Fora, 4: Olaria
9: ACP de Juiz de Fora, 4: Paiva
9: Cruz?lia, 4: Minduri
9: ACP de Juiz de Fora, 4: Palma
9: ACP de Juiz de Fora, 4: Pedro Teixeira
9: ACP de Juiz de Fora, 4: Pequeri
9: ACP de Juiz de Fora, 4: Piau
9: ACP de Juiz de Fora, 4: Rio Novo
9: ACP de Juiz de Fora, 4: Rio Pomba
9: ACP de Juiz de Fora, 4: Rio Preto
9: ACP de Juiz de Fora, 4: Santa B?rbara do Monte Verde
9: ACP de Juiz de Fora, 4: Santana do Deserto
9: ACP de Juiz de Fora, 4: Santos Dumont
9: Cruz?lia, 4: Serranos
9: ACP de Juiz de Fora, 4: S?o Jo?o Nepomuceno
9: ACP de Juiz de Fora, 4: Sim?o Pereira
9: ACP de Juiz de Fora, 4: Tabuleiro
9: ACP de Juiz de Fora, 4: Ub?
9: ACP de Juiz de Fora, 4: Al?m Para?ba
9: ACP de Juiz de Fora, 4: Andrel?ndia
9: ACP de Juiz de Fora, 4: Aracitaba
9: ACP de Juiz de Fora, 4: Arantina
9: ACP de Juiz de Fora, 4: Barbacena
9: ACP de Juiz de Fora, 4: Belmiro Braga
9: Extrema, 4: Itapeva
9: ACP de Juiz de Fora, 4: Bias Fortes
9: ACP de Juiz de Fora, 4: Bicas
9: ACP de Juiz de Fora, 4: Bom Jardim de Minas
9: ACP de Juiz de Fora, 4: Cataguases
9: ACP de Juiz de Fora, 4: Coronel Pacheco
9: ACP de Juiz de Fora, 4: Descoberto
9: ACP de Juiz de Fora, 4: Ewbank da C?mara
9: ACP de Juiz de Fora, 4: Goian?
9: ACP de Juiz de Fora, 4: Guarani
9: ACP de Juiz de Fora, 4: Laranjal
9: Itacarambi, 4: S?o Jo?o das Miss?es
9: ACP de Juiz de Fora, 4: Lima Duarte
9: ACP de Juiz de Fora, 4: Mar de Espanha
9: ACP de Juiz de Fora, 4: Merc?s
9: ACP de Juiz de Fora, 4: Muria?
9: ACP de Juiz de Fora, 4: Olaria
9: ACP de Juiz de Fora, 4: Paiva
9: ACP de Juiz de Fora, 4: Palma
9: ACP de Juiz de Fora, 4: Pedro Teixeira
9: ACP de Juiz de Fora, 4: Pequeri
9: ACP de Juiz de Fora, 4: Piau
9: Montes Claros, 4: Francisco S?
9: Itamonte, 4: Alagoa
9: ACP de Juiz de Fora, 4: Rio Novo
9: ACP de Juiz de Fora, 4: Rio Pomba
9: ACP de Juiz de Fora, 4: Rio Preto
9: ACP de Juiz de Fora, 4: Santa B?rbara do Monte Verde
9: ACP de Juiz de Fora, 4: Santana do Deserto
9: ACP de Juiz de Fora, 4: Santos Dumont
9: ACP de Juiz de Fora, 4: S?o Jo?o Nepomuceno
9: ACP de Juiz de Fora, 4: Sim?o Pereira
9: ACP de Juiz de Fora, 4: Tabuleiro
9: ACP de Juiz de Fora, 4: Ub?
9: Joa?ma, 4: Monte Formoso
9: Lavras, 4: Bom Sucesso
9: Lavras, 4: Cana Verde
9: Lavras, 4: Carmo da Cachoeira
9: Lavras, 4: Carrancas
9: Lavras, 4: Ibituruna
9: Lavras, 4: Ijaci
9: Lavras, 4: Inga?
9: Lavras, 4: Itumirim
9: Lavras, 4: Itutinga
9: Lavras, 4: Lumin?rias
9: Jo?o Pinheiro, 4: Brasil?ndia de Minas
9: Lavras, 4: Nepomuceno
9: Lavras, 4: Perd?es
9: Lavras, 4: Ribeir?o Vermelho
9: Lavras, 4: Santo Ant?nio do Amparo
9: Manhua?u, 4: Alto Capara?
9: Manhua?u, 4: Caputira
9: Manhua?u, 4: Chal?
9: Manhua?u, 4: Concei??o de Ipanema
9: Manhua?u, 4: Durand?
9: Manhua?u, 4: Ipanema
9: Jo?o Pinheiro, 4: Brasil?ndia de Minas
9: Manhua?u, 4: Lajinha
9: Manhua?u, 4: Luisburgo
9: Manhua?u, 4: Manhumirim
9: Manhua?u, 4: Martins Soares
9: Manhua?u, 4: Matip?
9: Manhua?u, 4: Mutum
9: Manhua?u, 4: Pocrane
9: Manhua?u, 4: Alto Jequitib?
9: Manhua?u, 4: Reduto
9: Manhua?u, 4: Santa Margarida
9: S?o Jo?o del Rei, 4: Concei??o da Barra de Minas
9: Santa Maria da Vit?ria, 4: Coribe
9: Jo?o Pinheiro, 4: Brasil?ndia de Minas
9: Manhua?u, 4: Santana do Manhua?u
9: Manhua?u, 4: S?o Jo?o do Manhua?u
9: Manhua?u, 4: S?o Jos? do Mantimento
9: Manhua?u, 4: Sericita
9: Manhua?u, 4: Simon?sia
9: Montes Claros, 4: Cachoeira de Paje?
9: Montes Claros, 4: Bocai?va
9: Montes Claros, 4: Botumirim
9: Montes Claros, 4: Bras?lia de Minas
9: Montes Claros, 4: Campo Azul
9: Lambari, 4: Jesu?nia
9: Montes Claros, 4: Capit?o En?as
9: Montes Claros, 4: Chapada Ga?cha
9: Montes Claros, 4: Claro dos Po??es
9: Montes Claros, 4: Comercinho
9: Montes Claros, 4: Cora??o de Jesus
9: Montes Claros, 4: Crist?lia
9: Montes Claros, 4: Curral de Dentro
9: Montes Claros, 4: Engenheiro Navarro
9: Montes Claros, 4: Francisco Dumont
9: Leopoldina, 4: Argirita
9: Montes Claros, 4: Glaucil?ndia
9: Montes Claros, 4: Gr?o Mogol
9: Montes Claros, 4: Guaraciama
9: Montes Claros, 4: Ibiracatu
9: Montes Claros, 4: Icara? de Minas
9: Montes Claros, 4: Itacambira
9: Montes Claros, 4: Jana?ba
9: Montes Claros, 4: Janu?ria
9: Montes Claros, 4: Japonvar
9: Montes Claros, 4: Jequita?
