9: nome_desti, 4: nome_orige
9: Guarabira, 4: Duas Estradas
9: Guarabira, 4: Lagoa de Dentro
9: Guarabira, 4: Logradouro
9: Guarabira, 4: Mulungu
9: Ibotirama, 4: Morpar?
9: Guarabira, 4: Pil?es
9: Guarabira, 4: Pil?ezinhos
9: Guarabira, 4: Pirpirituba
9: Guarabira, 4: Riach?o
9: Guarabira, 4: Serra da Raiz
9: A?ail?ndia, 4: Itinga do Maranh?o
9: Guarabira, 4: Sert?ozinho
9: Guarabira, 4: Campo de Santana
9: Itabaiana, 4: Mogeiro
9: Itabaiana, 4: Salgado de S?o F?lix
9: Itabaiana, 4: S?o Jos? dos Ramos
9: Mamanguape, 4: Curral de Cima
9: Mamanguape, 4: Marca??o
9: Mamanguape, 4: Mataraca
9: Princesa Isabel, 4: Mana?ra
9: Princesa Isabel, 4: S?o Jos? de Princesa
9: Alto Parna?ba, 4: Santa Filomena
9: Sap?, 4: Sobrado
9: Bel?m de S?o Francisco, 4: Itacuruba
9: Bel?m de S?o Francisco, 4: Itacuruba
9: Belo Jardim, 4: Sanhar?
9: Belo Jardim, 4: Tacaimb?
9: Floresta, 4: Itacuruba
9: Ouricuri, 4: Parnamirim
9: Ouricuri, 4: Santa Cruz
9: Ouricuri, 4: Parnamirim
9: Ouricuri, 4: Santa Cruz
9: Araioses, 4: ?gua Doce do Maranh?o
9: Ouricuri, 4: Parnamirim
9: Ouricuri, 4: Santa Cruz
9: Santa Cruz da Baixa Verde, 4: Mana?ra
9: S?o Jos? do Egito, 4: Brejinho
9: S?o Jos? do Egito, 4: Santa Terezinha
9: S?o Vicente Ferrer, 4: Natuba
9: Tabira, 4: Solid?o
9: Arapiraca, 4: Batalha
9: Arapiraca, 4: Campo Grande
9: Arapiraca, 4: Coit? do N?ia
9: Maraca?um?, 4: Junco do Maranh?o
9: Balsas, 4: Alto Parna?ba
9: Arapiraca, 4: Cra?bas
9: Arapiraca, 4: Feira Grande
9: Arapiraca, 4: Girau do Ponciano
9: Arapiraca, 4: Igaci
9: Arapiraca, 4: Jacar? dos Homens
9: Arapiraca, 4: Jaramataia
9: Arapiraca, 4: Junqueiro
9: Arapiraca, 4: Lagoa da Canoa
9: Arapiraca, 4: Limoeiro de Anadia
9: Arapiraca, 4: Major Isidoro
9: Balsas, 4: Alto Parna?ba
9: Arapiraca, 4: Olho d'?gua das Flores
9: Arapiraca, 4: Olho d'?gua do Casado
9: Arapiraca, 4: Olho d'?gua Grande
9: Arapiraca, 4: Piranhas
9: Arapiraca, 4: Porto Real do Col?gio
9: Arapiraca, 4: S?o Br?s
9: Arapiraca, 4: S?o Jos? da Tapera
9: Arapiraca, 4: S?o Sebasti?o
9: Arapiraca, 4: Tanque d'Arca
9: Arapiraca, 4: Taquarana
9: Balsas, 4: Feira Nova do Maranh?o
9: Arapiraca, 4: Teot?nio Vilela
9: Arapiraca, 4: Traipu
9: Delmiro Gouveia, 4: Olho d'?gua do Casado
9: Delmiro Gouveia, 4: Pariconha
9: Delmiro Gouveia, 4: Piranhas
9: Palmeira dos ?ndios, 4: Bel?m
9: Palmeira dos ?ndios, 4: Estrela de Alagoas
9: Palmeira dos ?ndios, 4: Minador do Negr?o
9: Palmeira dos ?ndios, 4: Quebrangulo
9: P?o de A??car, 4: Palestina
9: Balsas, 4: Feira Nova do Maranh?o
9: Penedo, 4: Feliz Deserto
9: Penedo, 4: Igreja Nova
9: Penedo, 4: Pia?abu?u
9: Penedo, 4: S?o Br?s
9: Penedo, 4: Santana do S?o Francisco
9: Porto Calvo, 4: Japaratinga
9: Santana do Ipanema, 4: Canapi
9: Santana do Ipanema, 4: Carneiros
9: Santana do Ipanema, 4: Dois Riachos
9: Santana do Ipanema, 4: Inhapi
9: Balsas, 4: Fortaleza dos Nogueiras
9: Santana do Ipanema, 4: Maravilha
9: Santana do Ipanema, 4: Mata Grande
9: Santana do Ipanema, 4: Oliven?a
9: Santana do Ipanema, 4: Ouro Branco
9: Santana do Ipanema, 4: Po?o das Trincheiras
9: Santana do Ipanema, 4: Senador Rui Palmeira
9: S?o Miguel dos Campos, 4: Roteiro
9: Uni?o dos Palmares, 4: Branquinha
9: Barra, 4: Buritirama
9: Uni?o dos Palmares, 4: Santana do Munda?
9: Canind? de S?o Francisco, 4: Piranhas
9: Balsas, 4: Fortaleza dos Nogueiras
9: Est?ncia, 4: Arau?
9: Est?ncia, 4: Itabaianinha
9: Est?ncia, 4: Santa Luzia do Itanhy
9: Itabaiana, 4: S?o Domingos
9: Lagarto, 4: Salgado
9: Ne?polis, 4: Santana do S?o Francisco
9: Nossa Senhora da Gl?ria, 4: Feira Nova
9: Nossa Senhora da Gl?ria, 4: Gracho Cardoso
9: Nossa Senhora da Gl?ria, 4: Monte Alegre de Sergipe
9: Nossa Senhora da Gl?ria, 4: Po?o Redondo
9: Balsas, 4: Loreto
9: Nossa Senhora das Dores, 4: Cumbe
9: Propri?, 4: Cedro de S?o Jo?o
9: Propri?, 4: Nossa Senhora de Lourdes
9: Propri?, 4: S?o Francisco
9: Propri?, 4: Telha
9: Amargosa, 4: Brej?es
9: Santar?m, 4: Rur?polis
9: Barra, 4: Morpar?
9: Barra, 4: Buritirama
9: Barra, 4: Morpar?
9: Balsas, 4: Loreto
9: Brumado, 4: Ibiassuc?
9: Brumado, 4: Livramento de Nossa Senhora
9: Brumado, 4: Malhada de Pedras
9: Brumado, 4: Paramirim
9: Camacan, 4: Santa Luzia
9: C?cero Dantas, 4: F?tima
9: C?cero Dantas, 4: Heli?polis
9: Concei??o do Coit?, 4: Nordestina
9: Concei??o do Coit?, 4: Queimadas
9: Concei??o do Coit?, 4: Santaluz
9: Balsas, 4: Nova Colinas
9: Concei??o do Coit?, 4: Valente
9: Euclides da Cunha, 4: Canudos
9: Euclides da Cunha, 4: Quijingue
9: Eun?polis, 4: Guaratinga
9: Eun?polis, 4: Itabela
9: Canind?, 4: Paramoti
9: Eun?polis, 4: Itagimirim
9: Eun?polis, 4: Itapebi
9: Eun?polis, 4: Porto Seguro
9: Eun?polis, 4: Salto da Divisa
9: Gandu, 4: Itamari
9: Balsas, 4: Nova Colinas
9: Gandu, 4: Nova Ibi?
9: Gandu, 4: Pira? do Norte
9: Gandu, 4: Teol?ndia
9: Gandu, 4: Wenceslau Guimar?es
9: Gandu, 4: Nova Ibi?
9: Gandu, 4: Pira? do Norte
9: Gandu, 4: Teol?ndia
9: Gandu, 4: Wenceslau Guimar?es
9: Guanambi, 4: Bom Jesus da Lapa
9: Guanambi, 4: Cacul?
9: Mirinzal, 4: Cedral
9: Balsas, 4: Riach?o
9: Guanambi, 4: Caetit?
9: Guanambi, 4: Candiba
9: Tef?, 4: Juta?
9: Guanambi, 4: Carinhanha
9: Guanambi, 4: Feira da Mata
9: Guanambi, 4: Iui?
9: Guanambi, 4: Jacaraci
9: Guanambi, 4: Malhada
9: Guanambi, 4: Matina
9: Guanambi, 4: Palmas de Monte Alto
9: Guanambi, 4: Pinda?
9: Balsas, 4: Riach?o
9: Guanambi, 4: Riacho de Santana
9: Guanambi, 4: Sebasti?o Laranjeiras
9: Guanambi, 4: Urandi
9: Ibicara?, 4: Santa Cruz da Vit?ria
9: Ibotirama, 4: Ipupiara
9: Ibotirama, 4: Morpar?
9: Ibotirama, 4: Muqu?m de S?o Francisco
9: Ibotirama, 4: Brotas de Maca?bas
9: Ibotirama, 4: Ipupiara
9: Ibotirama, 4: Morpar?
9: Balsas, 4: Samba?ba
9: Ibotirama, 4: Muqu?m de S?o Francisco
9: Ibotirama, 4: Brotas de Maca?bas
9: Ibotirama, 4: Ipupiara
9: Ibotirama, 4: Muqu?m de S?o Francisco
9: Ipia?, 4: Barra do Rocha
9: Ipia?, 4: D?rio Meira
9: Ipia?, 4: Gongogi
9: Ipia?, 4: Ibirataia
9: Ipia?, 4: Itagib?
9: Balsas, 4: Samba?ba
9: Ipia?, 4: Ubat?
9: Ipia?, 4: Barra do Rocha
9: Ipia?, 4: D?rio Meira
9: Ipia?, 4: Gongogi
9: Ipia?, 4: Ibirataia
9: Ipia?, 4: Itagib?
9: Ipia?, 4: Ubat?
9: Itapetinga, 4: Itarantim
9: Itapetinga, 4: Macarani
9: Itapetinga, 4: Maiquinique
9: Balsas, 4: S?o F?lix de Balsas
9: Itapetinga, 4: Potiragu?
9: Jaguaquara, 4: Irajuba
9: Jaguaquara, 4: Itaquara
9: Jaguaquara, 4: Itiru?u
9: Maca?bas, 4: Boquira
9: Maca?bas, 4: Rio do Pires
9: Paulo Afonso, 4: Jatob?
9: Paulo Afonso, 4: Petrol?ndia
9: Paulo Afonso, 4: Tacaratu
9: Paulo Afonso, 4: ?gua Branca
9: Balsas, 4: S?o F?lix de Balsas
9: Paulo Afonso, 4: Pariconha
9: Paulo Afonso, 4: Abar?
9: Paulo Afonso, 4: Chorroch?
9: Paulo Afonso, 4: Gl?ria
9: Paulo Afonso, 4: Jeremoabo
9: Paulo Afonso, 4: Macurur?
9: Paulo Afonso, 4: Rodelas
9: Paulo Afonso, 4: Santa Br?gida
9: Paulo Afonso, 4: S?tio do Quinto
9: Po??es, 4: Bom Jesus da Serra
9: Balsas, 4: S?o Raimundo das Mangabeiras
9: Po??es, 4: Nova Cana?
9: Riach?o do Jacu?pe, 4: P? de Serra
9: Santa Maria da Vit?ria, 4: Cocos
9: Santa Maria da Vit?ria, 4: Coribe
9: Santa Maria da Vit?ria, 4: Jaborandi
9: Santa Maria da Vit?ria, 4: Santana
9: Santa Maria da Vit?ria, 4: S?o F?lix do Coribe
9: Senhor do Bonfim, 4: Andorinha
9: Senhor do Bonfim, 4: Ant?nio Gon?alves
9: Senhor do Bonfim, 4: Campo Formoso
9: Balsas, 4: S?o Raimundo das Mangabeiras
9: Senhor do Bonfim, 4: Filad?lfia
9: Senhor do Bonfim, 4: Iti?ba
9: Senhor do Bonfim, 4: Jaguarari
9: Senhor do Bonfim, 4: Pindoba?u
9: Senhor do Bonfim, 4: Ponto Novo
9: Senhor do Bonfim, 4: Andorinha
9: Senhor do Bonfim, 4: Ant?nio Gon?alves
9: Senhor do Bonfim, 4: Campo Formoso
9: Senhor do Bonfim, 4: Filad?lfia
9: Iguatu, 4: Tarrafas
9: Senhor do Bonfim, 4: Iti?ba
9: Balsas, 4: Tasso Fragoso
9: Senhor do Bonfim, 4: Jaguarari
9: Senhor do Bonfim, 4: Pindoba?u
9: Senhor do Bonfim, 4: Ponto Novo
9: Serra Dourada, 4: Tabocas do Brejo Velho
9: Serra Dourada, 4: Tabocas do Brejo Velho
9: Serrinha, 4: Biritinga
9: Serrinha, 4: Lamar?o
9: Teixeira de Freitas, 4: Alcoba?a
9: Teixeira de Freitas, 4: Caravelas
9: Teixeira de Freitas, 4: Ibirapu?
9: Balsas, 4: Tasso Fragoso
9: Teixeira de Freitas, 4: Itamaraju
9: Teixeira de Freitas, 4: Itanh?m
9: Teixeira de Freitas, 4: Jucuru?u
9: Teixeira de Freitas, 4: Lajed?o
9: Teixeira de Freitas, 4: Medeiros Neto
9: Teixeira de Freitas, 4: Mucuri
9: Teixeira de Freitas, 4: Nova Vi?osa
9: Teixeira de Freitas, 4: Vereda
9: Xique-Xique, 4: Barra
9: Xique-Xique, 4: Gentio do Ouro
9: Mirinzal, 4: Central do Maranh?o
9: Brejo, 4: Milagres do Maranh?o
9: Xique-Xique, 4: Itagua?u da Bahia
9: ?guas Formosas, 4: Bert?polis
9: ?guas Formosas, 4: Fronteira dos Vales
9: ?guas Formosas, 4: Machacalis
9: ?guas Formosas, 4: Santa Helena de Minas
9: ?guas Formosas, 4: Umburatiba
9: Al?m Para?ba, 4: Estrela Dalva
9: Al?m Para?ba, 4: Pirapetinga
9: Al?m Para?ba, 4: Santo Ant?nio do Aventureiro
9: Al?m Para?ba, 4: Volta Grande
9: Cod?, 4: Peritor?
9: Al?m Para?ba, 4: Carmo
9: Al?m Para?ba, 4: Estrela Dalva
9: Al?m Para?ba, 4: Pirapetinga
9: Al?m Para?ba, 4: Santo Ant?nio do Aventureiro
9: Al?m Para?ba, 4: Volta Grande
9: Al?m Para?ba, 4: Carmo
9: Almenara, 4: Bandeira
9: Almenara, 4: Jacinto
9: Almenara, 4: Joa?ma
9: Almenara, 4: Jord?nia
9: Cod?, 4: Peritor?
9: Almenara, 4: Palm?polis
9: Almenara, 4: Rio do Prado
9: Almenara, 4: Rubim
9: Almenara, 4: Santa Maria do Salto
9: Almenara, 4: Santo Ant?nio do Jacinto
9: Andradas, 4: Ibiti?ra de Minas
9: Ara?ua?, 4: Berilo
9: Ara?ua?, 4: Coronel Murta
9: Ara?ua?, 4: Francisco Badar?
9: Ara?ua?, 4: Itinga
9: Cod?, 4: Timbiras
9: Ara?ua?, 4: Jenipapo de Minas
9: Ara?ua?, 4: Virgem da Lapa
9: Araguari, 4: Cascalho Rico
9: Araguari, 4: Grupiara
9: Arax?, 4: Campos Altos
9: Arax?, 4: Ibi?
9: Arax?, 4: Perdizes
9: Arax?, 4: Pratinha
9: Arax?, 4: Tapira
9: Arax?, 4: Campos Altos
9: Cod?, 4: Timbiras
9: Arax?, 4: Ibi?
9: Arax?, 4: Pratinha
9: Arax?, 4: Tapira
9: Arcos, 4: Iguatama
9: Arcos, 4: Iguatama
9: Barbacena, 4: Alfredo Vasconcelos
9: Barbacena, 4: Alto Rio Doce
9: Barbacena, 4: Ant?nio Carlos
9: Barbacena, 4: Barroso
9: Coelho Neto, 4: Afonso Cunha
9: Barbacena, 4: Capela Nova
9: Barbacena, 4: Caranda?
9: Sobral, 4: Mucambo
9: Barbacena, 4: Cipot?nea
9: Barbacena, 4: Desterro do Melo
9: Barbacena, 4: Dores de Campos
9: Barbacena, 4: Ibertioga
9: Barbacena, 4: Paiva
9: Barbacena, 4: Ressaquinha
9: Barbacena, 4: Santa B?rbara do Tug?rio
9: Barbacena, 4: Santana do Garamb?u
9: Coelho Neto, 4: Afonso Cunha
9: Barbacena, 4: Santa Rita de Ibitipoca
9: Barbacena, 4: Senhora dos Rem?dios
9: Barbacena, 4: Alfredo Vasconcelos
9: Barbacena, 4: Alto Rio Doce
9: Barbacena, 4: Ant?nio Carlos
9: Barbacena, 4: Barroso
9: Barbacena, 4: Capela Nova
9: Barbacena, 4: Caranda?
9: Barbacena, 4: Cipot?nea
9: Barbacena, 4: Desterro do Melo
9: Coelho Neto, 4: Duque Bacelar
9: Barbacena, 4: Dores de Campos
9: Barbacena, 4: Ibertioga
9: Barbacena, 4: Paiva
9: Barbacena, 4: Ressaquinha
9: Barbacena, 4: Santa B?rbara do Tug?rio
9: Barbacena, 4: Santana do Garamb?u
9: Barbacena, 4: Santa Rita de Ibitipoca
9: Barbacena, 4: Senhora dos Rem?dios
9: Bicas, 4: Guarar?
9: Bicas, 4: Marip? de Minas
9: Coelho Neto, 4: Duque Bacelar
9: Itacoatiara, 4: S?o Sebasti?o do Uatum?
9: Bicas, 4: Rochedo de Minas
9: Bicas, 4: Senador Cortes
9: Bicas, 4: Guarar?
9: Bicas, 4: Marip? de Minas
9: Bicas, 4: Rochedo de Minas
9: Bicas, 4: Senador Cortes
9: Boa Esperan?a, 4: Ilic?nea
9: Bom Jardim de Minas, 4: Bocaina de Minas
9: Bom Jardim de Minas, 4: Liberdade
9: Bom Jardim de Minas, 4: Bocaina de Minas
9: Colinas, 4: Fortuna
9: Bom Jardim de Minas, 4: Liberdade
9: Cambu?, 4: Bom Repouso
9: Cambu?, 4: Consola??o
9: Cambu?, 4: C?rrego do Bom Jesus
9: Cambu?, 4: Senador Amaral
9: Carangola, 4: Caiana
9: Carangola, 4: Capara?
9: Carangola, 4: Divino
9: Carangola, 4: Espera Feliz
9: Carangola, 4: Faria Lemos
9: Mirinzal, 4: Guimar?es
9: Colinas, 4: Jatob?
9: Carangola, 4: Fervedouro
9: Carangola, 4: Oriz?nia
9: Carangola, 4: Pedra Bonita
9: Carangola, 4: Pedra Dourada
9: Carangola, 4: Tombos
9: Carangola, 4: Dores do Rio Preto
9: Caratinga, 4: Alvarenga
9: Caratinga, 4: Bom Jesus do Galho
9: Caratinga, 4: C?rrego Novo
9: Caratinga, 4: Dom Cavati
9: Colinas, 4: Mirador
9: Caratinga, 4: Entre Folhas
9: Caratinga, 4: Imb? de Minas
9: Caratinga, 4: Inhapim
9: Caratinga, 4: Piedade de Caratinga
9: Caratinga, 4: Santa B?rbara do Leste
9: Caratinga, 4: Santa Rita de Minas
9: Caratinga, 4: S?o Domingos das Dores
9: Caratinga, 4: S?o Sebasti?o do Anta
9: Caratinga, 4: Ubaporanga
9: Caratinga, 4: Vargem Alegre
9: Colinas, 4: Sucupira do Norte
9: Caratinga, 4: Vermelho Novo
9: Cataguases, 4: Astolfo Dutra
9: Cataguases, 4: Dona Eus?bia
9: Cataguases, 4: Itamarati de Minas
9: Cataguases, 4: Leopoldina
9: Cataguases, 4: Santana de Cataguases
9: Cataguases, 4: S?o Sebasti?o da Vargem  Alegre
9: Cataguases, 4: Astolfo Dutra
9: Cataguases, 4: Dona Eus?bia
9: Cataguases, 4: Itamarati de Minas
9: Cururupu, 4: Apicum-A?u
9: Cataguases, 4: Leopoldina
9: Cataguases, 4: Santana de Cataguases
9: Cataguases, 4: S?o Sebasti?o da Vargem  Alegre
9: Caxambu, 4: Aiuruoca
9: Caxambu, 4: Baependi
9: Caxambu, 4: Cruz?lia
9: Caxambu, 4: Seritinga
9: Extrema, 4: Itapeva
9: Frutal, 4: Comendador Gomes
9: Frutal, 4: Itapagipe
9: Cururupu, 4: Bacuri
9: Frutal, 4: Pirajuba
9: Frutal, 4: Planura
9: Frutal, 4: Comendador Gomes
9: Frutal, 4: Itapagipe
9: Frutal, 4: Pirajuba
9: Frutal, 4: Planura
9: Guaxup?, 4: Guaran?sia
9: Guaxup?, 4: Juruaia
9: Guaxup?, 4: Monte Belo
9: Guaxup?, 4: Muzambinho
9: Cururupu, 4: Mirinzal
9: Guaxup?, 4: Nova Resende
9: Guaxup?, 4: S?o Pedro da Uni?o
9: Ipanema, 4: Taparuba
9: Ita?na, 4: Itatiaiu?u
9: Ituiutaba, 4: Cachoeira Dourada
9: Ituiutaba, 4: Capin?polis
9: Ituiutaba, 4: Gurinhat?
9: Ituiutaba, 4: Ipia?u
9: Ituiutaba, 4: Santa Vit?ria
9: Ituiutaba, 4: S?o Sim?o
9: Cururupu, 4: Serrano do Maranh?o
9: Iturama, 4: Carneirinho
9: Iturama, 4: Limeira do Oeste
9: Iturama, 4: S?o Francisco de Sales
9: Iturama, 4: Uni?o de Minas
9: Iturama, 4: Carneirinho
9: Iturama, 4: Limeira do Oeste
9: Iturama, 4: S?o Francisco de Sales
9: Iturama, 4: Uni?o de Minas
9: Jacutinga, 4: Albertina
9: Jana?ba, 4: Catuti
9: Esperantin?polis, 4: S?o Roberto
9: Jana?ba, 4: Espinosa
9: Jana?ba, 4: Gameleiras
9: Jana?ba, 4: Ja?ba
9: Jana?ba, 4: Mamonas
9: Jana?ba, 4: Matias Cardoso
9: Jana?ba, 4: Mato Verde
9: Jana?ba, 4: Montezuma
9: Jana?ba, 4: Nova Porteirinha
9: Jana?ba, 4: Pai Pedro
9: Jana?ba, 4: Porteirinha
9: Fortaleza dos Nogueiras, 4: S?o Pedro dos Crentes
9: Jana?ba, 4: Santo Ant?nio do Retiro
9: Jana?ba, 4: Verdel?ndia
9: Janu?ria, 4: Bonito de Minas
9: Janu?ria, 4: C?nego Marinho
9: Janu?ria, 4: Itacarambi
9: Janu?ria, 4: Montalv?nia
9: Janu?ria, 4: Pedras de Maria da Cruz
9: Lagoa da Prata, 4: Japara?ba
9: Machado, 4: Carvalh?polis
9: Machado, 4: Po?o Fundo
9: Governador Nunes Freire, 4: Amap? do Maranh?o
9: Malacacheta, 4: Francisc?polis
9: Malacacheta, 4: Setubinha
9: Manga, 4: Mirav?nia
9: Mantena, 4: Cuparaque
9: Mantena, 4: Nova Bel?m
9: Mantena, 4: S?o Jo?o do Manteninha
9: Mantena, 4: Manten?polis
9: Monte Carmelo, 4: Douradoquara
9: Monte Carmelo, 4: Estrela do Sul
9: Monte Carmelo, 4: Grupiara
9: Itacoatiara, 4: Itapiranga
9: Boquira, 4: Oliveira dos Brejinhos
9: Mirinzal, 4: Porto Rico do Maranh?o
9: Governador Nunes Freire, 4: C?ndido Mendes
9: Monte Carmelo, 4: Romaria
9: Muria?, 4: Ant?nio Prado de Minas
9: Muria?, 4: Bar?o de Monte Alto
9: Muria?, 4: Carangola
9: Muria?, 4: Eugen?polis
9: Muria?, 4: Miradouro
9: Muria?, 4: Mira?
9: Muria?, 4: Patroc?nio do Muria?
9: Muria?, 4: Ros?rio da Limeira
9: Muria?, 4: S?o Francisco do Gl?ria
9: Governador Nunes Freire, 4: Maraca?um?
9: Muria?, 4: S?o Sebasti?o da Vargem  Alegre
9: Muria?, 4: Vieiras
9: Muria?, 4: Ant?nio Prado de Minas
9: Muria?, 4: Bar?o de Monte Alto
9: Muria?, 4: Carangola
9: Muria?, 4: Eugen?polis
9: Muria?, 4: Miradouro
9: Muria?, 4: Mira?
9: Muria?, 4: Patroc?nio do Muria?
9: Muria?, 4: Ros?rio da Limeira
9: Governador Nunes Freire, 4: Maranh?ozinho
9: Muria?, 4: S?o Francisco do Gl?ria
9: Muria?, 4: S?o Sebasti?o da Vargem  Alegre
9: Muria?, 4: Vieiras
9: Nanuque, 4: Serra dos Aimor?s
9: Ouro Fino, 4: Bueno Brand?o
9: Ouro Fino, 4: Inconfidentes
9: Par? de Minas, 4: Igaratinga
9: Par? de Minas, 4: Maravilhas
9: Par? de Minas, 4: On?a de Pitangui
9: Par? de Minas, 4: Pequi
9: Governador Nunes Freire, 4: Nova Olinda do Maranh?o
9: Par? de Minas, 4: S?o Jos? da Varginha
9: Parais?polis, 4: Consola??o
9: Parais?polis, 4: Gon?alves
9: Patos de Minas, 4: Carmo do Parana?ba
9: Assis, 4: Platina
9: Patos de Minas, 4: Guimar?nia
9: Patos de Minas, 4: Jo?o Pinheiro
9: Patos de Minas, 4: Lagamar
9: Patos de Minas, 4: Lagoa Formosa
9: Patos de Minas, 4: Lagoa Grande
9: Patos de Minas, 4: Patroc?nio
9: Governador Nunes Freire, 4: Presidente M?dici
9: Patos de Minas, 4: Presidente Oleg?rio
9: Patos de Minas, 4: S?o Gon?alo do Abaet?
9: Patos de Minas, 4: S?o Gotardo
9: Patos de Minas, 4: Varj?o de Minas
9: Patos de Minas, 4: Vazante
9: Patos de Minas, 4: Carmo do Parana?ba
9: Patos de Minas, 4: Guimar?nia
9: Patos de Minas, 4: Jo?o Pinheiro
9: Patos de Minas, 4: Lagamar
9: Patos de Minas, 4: Lagoa Formosa
9: Graja?, 4: Arame
9: Patos de Minas, 4: Lagoa Grande
9: Patos de Minas, 4: Patroc?nio
9: Patos de Minas, 4: Presidente Oleg?rio
9: Patos de Minas, 4: S?o Gon?alo do Abaet?
9: Patos de Minas, 4: S?o Gotardo
9: Patos de Minas, 4: Varj?o de Minas
9: Patos de Minas, 4: Vazante
9: Patos de Minas, 4: Carmo do Parana?ba
9: Patos de Minas, 4: Guimar?nia
9: Patos de Minas, 4: Jo?o Pinheiro
9: Graja?, 4: Formosa da Serra Negra
9: Patos de Minas, 4: Lagamar
9: Patos de Minas, 4: Lagoa Formosa
9: Patos de Minas, 4: Lagoa Grande
9: Patos de Minas, 4: Patroc?nio
9: Patos de Minas, 4: Presidente Oleg?rio
9: Patos de Minas, 4: S?o Gon?alo do Abaet?
9: Patos de Minas, 4: S?o Gotardo
9: Patos de Minas, 4: Varj?o de Minas
9: Patos de Minas, 4: Vazante
9: Pedra Azul, 4: Cachoeira de Paje?
9: Lago da Pedra, 4: Lago dos Rodrigues
9: Pirapora, 4: Buritizeiro
9: Pirapora, 4: Ibia?
9: Pirapora, 4: Ponto Chique
9: Pirapora, 4: Santa F? de Minas
9: Pirapora, 4: V?rzea da Palma
9: Piumhi, 4: Dores?polis
9: Piumhi, 4: Pimenta
9: Piumhi, 4: S?o Roque de Minas
9: Piumhi, 4: Vargem Bonita
9: Resplendor, 4: Itueta
9: Lago da Pedra, 4: Lagoa Grande do Maranh?o
9: Resplendor, 4: Santa Rita do Itueto
9: Rio Pomba, 4: Silveir?nia
9: Rio Pomba, 4: Silveir?nia
9: Salinas, 4: Fruta de Leite
9: Salinas, 4: Novorizonte
9: Salinas, 4: Rubelita
9: Salinas, 4: Santa Cruz de Salinas
9: Salinas, 4: Taiobeiras
9: Santos Dumont, 4: Oliveira Fortes
9: Santos Dumont, 4: Oliveira Fortes
9: Lago da Pedra, 4: Maraj? do Sena
9: S?o Francisco, 4: Pint?polis
9: S?o Jo?o Nepomuceno, 4: Rochedo de Minas
9: S?o Jo?o Nepomuceno, 4: Rochedo de Minas
9: S?o Louren?o, 4: Carmo de Minas
9: S?o Louren?o, 4: Concei??o do Rio Verde
9: S?o Louren?o, 4: Cristina
9: S?o Louren?o, 4: Dom Vi?oso
9: S?o Louren?o, 4: Itamonte
9: S?o Louren?o, 4: Itanhandu
9: S?o Louren?o, 4: Lambari
9: S?o Jo?o do Rio do Peixe, 4: Triunfo
9: Lago da Pedra, 4: Paulo Ramos
9: S?o Louren?o, 4: Ol?mpio Noronha
9: S?o Louren?o, 4: Pouso Alto
9: S?o Louren?o, 4: S?o Sebasti?o do Rio Verde
9: S?o Louren?o, 4: Soledade de Minas
9: S?o Louren?o, 4: Virg?nia
9: S?o Sebasti?o do Para?so, 4: Jacu?
9: S?o Sebasti?o do Para?so, 4: Monte Santo de Minas
9: S?o Sebasti?o do Para?so, 4: S?o Tom?s de Aquino
9: S?o Sebasti?o do Para?so, 4: Jacu?
9: S?o Sebasti?o do Para?so, 4: Monte Santo de Minas
9: Pio XII, 4: Satubinha
9: S?o Sebasti?o do Para?so, 4: S?o Tom?s de Aquino
9: Serro, 4: Alvorada de Minas
9: Serro, 4: Santo Ant?nio do Itamb?
9: Tr?s Cora??es, 4: Cambuquira
9: Tr?s Cora??es, 4: Campanha
9: Tr?s Cora??es, 4: S?o Bento Abade
9: Tr?s Cora??es, 4: S?o Thom? das Letras
9: Tr?s Pontas, 4: Santana da Vargem
9: Ub?, 4: Br?s Pires
9: Ub?, 4: Divin?sia
9: Santa Helena, 4: Turil?ndia
9: Ub?, 4: Dores do Turvo
9: Ub?, 4: Guidoval
9: Ub?, 4: Pira?ba
9: Ub?, 4: Presidente Bernardes
9: Ub?, 4: Rodeiro
9: Ub?, 4: S?o Geraldo
9: Ub?, 4: Senador Firmino
9: Ub?, 4: Silveir?nia
9: Ub?, 4: Tocantins
9: Ub?, 4: Visconde do Rio Branco
9: Santa Luzia do Paru?, 4: Centro do Guilherme
9: Ub?, 4: Br?s Pires
9: Ub?, 4: Divin?sia
9: Ub?, 4: Dores do Turvo
9: Ub?, 4: Guidoval
9: Ub?, 4: Pira?ba
9: Ub?, 4: Presidente Bernardes
9: Ub?, 4: Rodeiro
9: Ub?, 4: S?o Geraldo
9: Ub?, 4: Senador Firmino
9: Ub?, 4: Silveir?nia
9: Santa Luzia do Paru?, 4: Nova Olinda do Maranh?o
9: Ub?, 4: Tocantins
9: Ub?, 4: Visconde do Rio Branco
9: Vi?osa, 4: Araponga
9: Vi?osa, 4: Cajuri
9: Vi?osa, 4: Cana?
9: Vi?osa, 4: Coimbra
9: Vi?osa, 4: Erv?lia
9: Vi?osa, 4: Paula C?ndido
9: Vi?osa, 4: Pedra do Anta
9: Vi?osa, 4: Porto Firme
9: Tut?ia, 4: Paulino Neves
9: Vi?osa, 4: Presidente Bernardes
9: Tef?, 4: Mara?
9: Vi?osa, 4: S?o Miguel do Anta
9: Vi?osa, 4: Teixeiras
9: Virgin?polis, 4: Divinol?ndia de Minas
9: Virgin?polis, 4: Divinol?ndia de Minas
